序,时间,区,目的港,国家,中文,代,船,20G,E1,40G,E2,40H,E3,AE,20'GP(标准报价),40'GP(标准报价),40'HQ(标准报价),EBS,AE1,船期,港,中转港,中转,航程,起,止,内部备注,限重,快捷报价,,,
275,81413,西,FREETOWN,SIERRA LEONE,"弗里敦,塞拉利昂",B,MSC,2150,50,4200,100,4200,100,,2175,4250,4250,50/100,,周五,外港,TGLFW,洛美,49,8-06,8-15,"Subject to CUS:usd105/Teu,ISPS USD 15/TEU",,Freetown MSC USD2150/4200 + EBS50/100，周五外港洛美转49天，价格到8月15日已过期，紧供参考。,,,
276,81413,西,FREETOWN,SIERRA LEONE,"弗里敦,塞拉利昂",M,CMA,1988,55,3263,110,3263,110,,2038,3363,3363,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,42,8-13,8-19,FAL1 5天免用箱,,Freetown CMA USD1988/3263 + EBS55/110，周日洋山阿尔赫西拉斯转42天，价格到8月19日已过期，紧供参考。,,,
277,81413,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",A,MSK,2810,,5120,,5120,,,2810,5120,5120,,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,52,8-13,8-19,,,Nouadhibou MSK USD2810/5120（含EBS），周五洋山阿尔赫西拉斯转52天，价格到8月19日已过期，紧供参考。,,,
278,81413,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",D,SAF,2750,60,5000,120,5000,120,,2750,5000,5000,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,47,8-13,8-19,AE6,,Nouadhibou SAF USD2750/5000 + EBS60/120，周五洋山阿尔赫西拉斯转47天，价格到8月19日已过期，紧供参考。,,,
279,81413,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",B,MSC,2500,50,4800,100,4800,100,,2525,4850,4850,50/100,,周五,外港,VLC,瓦伦西亚,55,8-06,8-15,,,Nouadhibou MSC USD2500/4800 + EBS50/100，周五外港瓦伦西亚转55天，价格到8月15日已过期，紧供参考。,,,
280,81413,西,NOUADHIBOU,MAURITANIA,"努瓦迪布,毛里塔尼亚",M,CMA,2738,55,4963,110,4963,110,,2788,5063,5063,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,44,8-13,8-19,FAL1 10天免用箱,,Nouadhibou CMA USD2738/4963 + EBS55/110，周日洋山阿尔赫西拉斯转44天，价格到8月19日已过期，紧供参考。,,,
281,81413,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",A,MSK,2310,,4120,,4120,,,2310,4120,4120,,,周一,洋山,PORT SAID EAST,赛德东,44,8-13,8-19,,,Nouakchott MSK USD2310/4120（含EBS），周一洋山赛德东转44天，价格到8月19日已过期，紧供参考。,,,
282,81413,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",D,SAF,2250,60,4000,120,4000,120,,2250,4000,4000,60/120,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,44,8-13,8-19,AE6,,Nouakchott SAF USD2250/4000 + EBS60/120，周五洋山阿尔赫西拉斯转44天，价格到8月19日已过期，紧供参考。,,,
283,81413,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",B,MSC,2100,50,4000,100,4000,100,,2125,4050,4050,50/100,,周五,外港,VLC,瓦伦西亚,53/49,8-06,8-15,,,Nouakchott MSC USD2100/4000 + EBS50/100，周五外港瓦伦西亚转53/49天，价格到8月15日已过期，紧供参考。,,,
284,81413,西,NOUAKCHOTT,MAURITANIA,"努瓦克肖特,毛里塔尼亚",M,CMA,2238,55,3963,110,3963,110,,2288,4063,4063,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,36,8-13,8-19,FAL1 10天免用箱,,Nouakchott CMA USD2238/3963 + EBS55/110，周日洋山阿尔赫西拉斯转36天，价格到8月19日已过期，紧供参考。,,,
285,81413,西,BOMA,CONGO,"博马,刚果(金)",L,NDS,2810,,4860,,4860,,,2810,4860,4860,,,周一,洋山,PNR,黑角,56,8-06,8-19,,,Boma NDS USD2810/4860（含EBS），周一洋山黑角转56天，价格到8月19日已过期，紧供参考。,,,
286,81413,西,BOMA,CONGO,"博马,刚果(金)",M,CMA,2638,55,4513,110,4513,110,,2688,4613,4613,55/110,,周二,洋山,CMKBI,开瑞比,46,8-13,8-19,ASAF 32天免用箱,,Boma CMA USD2638/4513 + EBS55/110，周二洋山开瑞比转46天，价格到8月19日已过期，紧供参考。,,,
287,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",E,COSCO,1760,60,2610,120,2610,120,,1785,2660,2660,60/120,,周二,洋山,DIR,直达,45,8-10,8-19,WAX4,,Pointe Noire COSCO USD1760/2610 + EBS60/120，周二洋山直达45天，价格到8月19日已过期，紧供参考。,,,
288,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",M,CMA,1888,55,3113,110,3113,110,,1938,3213,3213,55/110,,周二,洋山,DIR,直达 ,36,8-13,8-19,ASAF 11天免用箱,,Pointe Noire CMA USD1888/3113 + EBS55/110，周二洋山直达36天，价格到8月19日已过期，紧供参考。,,,
289,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",K,PIL,1760,,2810,,2810,,,1860,3010,3010,,,周一,洋山,DIR,直达,37,8-13,8-15,,,Pointe Noire PIL USD1760/2810（含EBS），周一洋山直达37天，价格到8月15日已过期，紧供参考。,,,
290,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",A,MSK,1960,,3220,,3220,,,1960,3220,3220,,,周二,洋山,DIR,直达,36,8-13,8-19,FEW6,,Pointe Noire MSK USD1960/3220（含EBS），周二洋山直达36天，价格到8月19日已过期，紧供参考。,,,
291,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",D,SAF,1900,60,3100,120,3100,120,,1900,3100,3100,60/120,,周二,洋山,DIR,直达,36,8-13,8-19,FW6/AE2/AE5,,Pointe Noire SAF USD1900/3100 + EBS60/120，周二洋山直达36天，价格到8月19日已过期，紧供参考。,,,
292,81413,西,POINTE NOIRE,CONGO,"黑角,刚果(布)",L,NDS,2060,,3460,,3460,,,2060,3460,3460,,,周一,洋山,DIR,直达,37,8-06,8-19,,,Pointe Noire NDS USD2060/3460（含EBS），周一洋山直达37天，价格到8月19日已过期，紧供参考。,,,
293,81413,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",A,MSK,2310,,4120,,4120,,,2310,4120,4120,,,周一,洋山,PORT SAIDE EAST,赛德东,36,8-13,8-19,,,Praia MSK USD2310/4120（含EBS），周一洋山赛德东转36天，价格到8月19日已过期，紧供参考。,,,
294,81413,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",D,SAF,2250,60,4000,120,4000,120,,2250,4000,4000,60/120,,周一/五,洋山,TPP/ALGECIRAS,丹绒巴士/阿尔赫西拉斯,42/38,8-13,8-19,AE7/AE6,,Praia SAF USD2250/4000 + EBS60/120，周一/五洋山丹绒巴士/阿尔赫西拉斯转42/38天，价格到8月19日已过期，紧供参考。,,,
295,81413,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",B,MSC,2100,50,4000,100,4000,100,,2125,4050,4050,50/100,,周五,外港,VLC,瓦伦西亚,50/46,8-06,8-15,"Subj DTHC EUR115/170 for 20/40(can be CC,But need provide the confirmation by cnee at booking stage)",,Praia MSC USD2100/4000 + EBS50/100，周五外港瓦伦西亚转50/46天，价格到8月15日已过期，紧供参考。,,,
296,81413,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",M,CMA,3688,55,6463,110,6463,110,,3738,6563,6563,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,65,8-13,8-19,FAL1 7天免用箱,,Praia CMA USD3688/6463 + EBS55/110，周日洋山阿尔赫西拉斯转65天，价格到8月19日已过期，紧供参考。,,,
297,81413,西,PRAIA,CAPE VERDE ISLAND,"普拉亚,佛得角",O,BLINE,2600,50,4700,100,4700,100,,2600,4700,4700,50/100,,周二/周四,外港,Lexious,雷克纽斯,45,8-20,8-26,"需截ENS(USD25),箱东单",,Praia BLINE USD2600/4700 + EBS50/100，周二/周四外港雷克纽斯转45天，价格到8月26日。,,,
298,81413,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",A,MSK,2310,,4120,,4120,,,2310,4120,4120,,,周五,洋山,ALGECIRAS,阿尔赫西拉斯,36,8-13,8-19,,,Mindelo MSK USD2310/4120（含EBS），周五洋山阿尔赫西拉斯转36天，价格到8月19日已过期，紧供参考。,,,
299,81413,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",D,SAF,2250,60,4000,120,4000,120,,2250,4000,4000,60/120,,周二,洋山,ALGECIRAS,阿尔赫西拉斯,35,8-13,8-19,AE6,,Mindelo SAF USD2250/4000 + EBS60/120，周二洋山阿尔赫西拉斯转35天，价格到8月19日已过期，紧供参考。,,,
300,81413,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",B,MSC,2100,50,4000,100,4000,100,,2125,4050,4050,50/100,,周五,外港,VLC,瓦伦西亚,48/44,8-06,8-15,Subj DTHC EUR115/170 for 20/40(can be CC),,Mindelo MSC USD2100/4000 + EBS50/100，周五外港瓦伦西亚转48/44天，价格到8月15日已过期，紧供参考。,,,
301,81413,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",M,CMA,3688,55,6463,110,6463,110,,3738,6563,6563,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,63,8-13,8-19,FAL1 7天免用箱,,Mindelo CMA USD3688/6463 + EBS55/110，周日洋山阿尔赫西拉斯转63天，价格到8月19日已过期，紧供参考。,,,
302,81413,西,MINDELO,CAPE VERDE ISLAND,"明德卢,佛得角",O,BLINE,2600,50,4700,100,4700,100,,2600,4700,4700,50/100,,周二/周四,外港,Lexious,雷克纽斯,45,8-20,8-26,"需截ENS(USD25),箱东单",,Mindelo BLINE USD2600/4700 + EBS50/100，周二/周四外港雷克纽斯转45天，价格到8月26日。,,,
303,81413,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",A,MSK,2010,,3320,,3320,,,2010,3320,3320,,,周三,洋山,PTG,丹吉尔,51,8-13,8-19,,,San Pedro MSK USD2010/3320（含EBS），周三洋山丹吉尔转51天，价格到8月19日已过期，紧供参考。,,,
304,81413,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",D,SAF,1850,60,3000,120,3000,120,,1850,3000,3000,60/120,,周三,洋山,ALGECIRAS,阿尔赫西拉斯,56,8-13,8-19,AE6,,San Pedro SAF USD1850/3000 + EBS60/120，周三洋山阿尔赫西拉斯转56天，价格到8月19日已过期，紧供参考。,,,
305,81413,西,SAN PEDRO,IVORY COAST,"圣佩德港,科特迪瓦",B,MSC,2050,50,3400,100,3400,100,,2075,3450,3450,50/100,,周五,外港,TGLFW,洛美,45,8-06,8-15,"Subj SPD: EUR6/20GP,EUR12/40",,San Pedro MSC USD2050/3400 + EBS50/100，周五外港洛美转45天，价格到8月15日已过期，紧供参考。,,,
306,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",A,MSK,1360,,2220,,2220,,,1360,2220,2220,,,周四,外港,DIR,直达,31,8-13,8-19,FEW2,,Walvis Bay MSK USD1360/2220（含EBS），周四外港直达31天，价格到8月19日已过期，紧供参考。,,,
307,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",E,COSCO,1260,60,2010,120,2010,120,,1285,2060,2060,60/120,,周三,外港,DIR,直达,30,8-10,8-19,WAX3,,Walvis Bay COSCO USD1260/2010 + EBS60/120，周三外港直达30天，价格到8月19日已过期，紧供参考。,,,
308,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",D,SAF,1300,60,2100,120,2100,120,,1300,2100,2100,60/120,,周四,外港,DIR,直达,31,8-13,8-19,FW2,,Walvis Bay SAF USD1300/2100 + EBS60/120，周四外港直达31天，价格到8月19日已过期，紧供参考。,,,
309,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",B,MSC,1150,50,2300,100,2300,100,,1175,2350,2350,50/100,,周五,外港,MUPLO,路易港,34,8-01,8-14,货重超过20T 加收USD100/TUE,20'GP ≧18T+USD200,Walvis Bay MSC USD1150/2300 + EBS50/100，周五外港路易港转34天，价格到8月14日已过期，紧供参考。,,,
310,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",M,CMA,1338,55,2163,110,2163,110,,1388,2263,2263,55/110,,周四,外四,DIR,直达,32,8-13,8-19,WAX3 15天免用箱,,Walvis Bay CMA USD1338/2163 + EBS55/110，周四外四直达32天，价格到8月19日已过期，紧供参考。,,,
311,81413,西,WALVIS BAY,NAMIBIA,"鲸湾,纳米比亚",K,PIL,1835,,2960,,2960,,,1935,3160,3160,,,周三,外港,DIR,直达,28,8-13,8-15,,,Walvis Bay PIL USD1835/2960（含EBS），周三外港直达28天，价格到8月15日已过期，紧供参考。,,,
312,81413,西,LUDERITZ,NAMIBIA,"卢德立次,纳米比亚",A,MSK,1860,,2920,,2920,,,1860,2920,2920,,,周二,洋山,CAPE TOWN,开普敦,44,8-13,8-19,FEW6,,Luderitz MSK USD1860/2920（含EBS），周二洋山开普敦转44天，价格到8月19日已过期，紧供参考。,,,
313,81413,西,LUDERITZ,NAMIBIA,"卢德立次,纳米比亚",D,SAF,1800,60,2800,120,2800,120,,1800,2800,2800,60/120,,周二,洋山,CAPE TOWN,开普敦,44,8-13,8-19,FEW6,,Luderitz SAF USD1800/2800 + EBS60/120，周二洋山开普敦转44天，价格到8月19日已过期，紧供参考。,,,
314,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",B,MSC,2045,50,3720,100,3720,100,,2070,3770,3770,50/100,,周五,外港,VLC,瓦伦西亚,41/37,8-06,8-15,subject to ISPS USD20/cntr SCC USD165/205(can be cc),,Dakar MSC USD2045/3720 + EBS50/100，周五外港瓦伦西亚转41/37天，价格到8月15日已过期，紧供参考。,,,
315,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",N,HPL,2100,55,3550,110,3550,110,,2125,3600,3600,55/110,,周六,洋山,ALG,阿尔赫西拉斯,55,8-15,8-31,"航线代码：FE4,免用箱14天 另加 TSD EUR15/30",,Dakar HPL USD2100/3550 + EBS55/110，周六洋山阿尔赫西拉斯转55天，价格到8月31日。,,,
316,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",E,COSCO,1960,60,3710,120,3710,120,,1985,3760,3760,60/120,,周日,洋山,ALG,阿尔赫西拉斯,36,8-10,8-19,AEU2 ENS USD25/BL,,Dakar COSCO USD1960/3710 + EBS60/120，周日洋山阿尔赫西拉斯转36天，价格到8月19日已过期，紧供参考。,,,
317,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",H,ONE,1790,,3265,,3265,,,1815,3315,3315,,,周六,洋山,TANGIER,汤加,35,8-20,8-26,MD1  另加ENS USD30/BILL,,Dakar ONE USD1790/3265（含EBS），周六洋山汤加转35天，价格到8月26日。,,,
318,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",M,CMA,2238,55,3963,110,3963,110,,2288,4063,4063,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,34,8-13,8-19,FAL1 10天免用箱,,Dakar CMA USD2238/3963 + EBS55/110，周日洋山阿尔赫西拉斯转34天，价格到8月19日已过期，紧供参考。,,,
319,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",A,MSK,2327,,4137,,4137,,,2327,4137,4137,,,周1,洋山,PORT SAID EAST,赛德东,40,8-13,8-19,,,Dakar MSK USD2327/4137（含EBS），周1洋山赛德东转40天，价格到8月19日已过期，紧供参考。,,,
320,81413,西,DAKAR,SENEGAL,"达卡,塞内加尔",D,SAF,2250,60,4000,120,4000,120,,2250,4000,4000,60/120,,周一/五,洋山,PORT SAIDE EAST/ALGECIRAS,赛德西/阿尔赫西拉斯,36-38,8-13,8-19,AE7/AE6,,Dakar SAF USD2250/4000 + EBS60/120，周一/五洋山赛德西/阿尔赫西拉斯转36-38天，价格到8月19日已过期，紧供参考。,,,
321,81413,西,NOUACHCHOTT,MAURETANIA,"努瓦克肖特,毛里塔尼亚",L,NDS,2660,,4660,,4660,,,2660,4660,4660,,,周一,洋山,LUANDA,卢安达,62,8-06,8-19,,,Nouachchott NDS USD2660/4660（含EBS），周一洋山卢安达转62天，价格到8月19日已过期，紧供参考。,,,
322,81413,西,SAO TOME,Sao Tome and Principe,"圣多美,圣多美和普林西比",L,NDS,4560,,8010,,8010,,,4560,8010,8010,,,周一,洋山,PNR,黑角,51,8-06,8-19,,,Sao Tome NDS USD4560/8010（含EBS），周一洋山黑角转51天，价格到8月19日已过期，紧供参考。,,,
323,81413,西,SAO TOME,Sao Tome and Principe,"圣多美,圣多美和普林西比",M,CMA,5738,55,10963,110,10963,110,,5788,11063,11063,55/110,,周日,洋山,ESALG,阿尔赫西拉斯,87,8-13,8-19,FAL1,,Sao Tome CMA USD5738/10963 + EBS55/110，周日洋山阿尔赫西拉斯转87天，价格到8月19日已过期，紧供参考。,,,
324,81413,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",A,MSK,1450,60,2700,120,2725,120,,1475,2750,2775,60/120,,周三 周日,洋山,ALG,阿尔赫西拉斯,35,8-16,8-31,,20'GP≧16T以上+$200,Agadir MSK USD1450/2700/2725 + EBS60/120，周三 周日洋山阿尔赫西拉斯转35天，价格到8月31日。,,,
325,81413,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",D,SAF,1425,60,2650,120,2675,120,,1425,2650,2675,60/120,,周五,洋山,ALG,阿尔赫西拉斯,37,8-01,8-15,AE2,,Agadir SAF USD1425/2650/2675 + EBS60/120，周五洋山阿尔赫西拉斯转37天，价格到8月15日已过期，紧供参考。,,,
326,81413,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",M,CMA,1575,55,2950,110,3025,110,,1600,3000,3075,55/110,,周日,洋山,ALG,阿尔赫西拉斯,34,8-15,8-31,FAL1,,Agadir CMA USD1575/2950/3025 + EBS55/110，周日洋山阿尔赫西拉斯转34天，价格到8月31日。,,,
327,81413,北,AGADIR,Morocco,"阿加迪尔,摩洛哥",B,MSC,2150,,4200,,4250,,,2150,4200,4250,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,48,8-15,8-31,,,Agadir MSC USD2150/4200/4250（含EBS），周日洋山沙特的阿卜杜拉国王港转48天，价格到8月31日。,,,
328,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",A,MSK,1350,60,2600,120,2625,120,,1375,2650,2675,60/120,,周三 周日,洋山,TAN,丹吉尔,31,8-16,8-31,,20'GP≧16T以上+$200,Casablanca MSK USD1350/2600/2625 + EBS60/120，周三 周日洋山丹吉尔转31天，价格到8月31日。,,,
329,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",D,SAF,1325,60,2550,120,2575,120,,1325,2550,2575,60/120,,周三,洋山,TAN,丹吉尔,30,8-01,8-15,AE5,,Casablanca SAF USD1325/2550/2575 + EBS60/120，周三洋山丹吉尔转30天，价格到8月15日已过期，紧供参考。,,,
330,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",M,CMA,1525,55,2850,110,2925,110,,1550,2900,2975,55/110,,周日,洋山,ALG,阿尔赫西拉斯,27,8-15,8-31,FAL1,,Casablanca CMA USD1525/2850/2925 + EBS55/110，周日洋山阿尔赫西拉斯转27天，价格到8月31日。,,,
331,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",E,COSCO,1350,,2600,,2650,,25,1350,2600,2650,,USD25/BILL,周四/周六/周一,洋山,VAL/ALG/Barcelona,瓦伦西亚/阿尔赫西拉斯/巴塞罗那,30-44,8-15,8-31,AEM1/AEM2/AEU2 ,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Casablanca COSCO USD1350/2600/2650（含EBS） + ENS25/BILL，周四/周六/周一洋山瓦伦西亚/阿尔赫西拉斯/巴塞罗那转30-44天，价格到8月31日。,,,
332,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",C,EMC,1425,,2450,,2450,,30,1425,2450,2450,,USD30/BILL,周一/周四,洋山,VLC,瓦伦西亚,35/42,8-15,8-31,,超重費2SD >=18T  USD200 2SD>=21T USD400,Casablanca EMC USD1425/2450（含EBS） + ENS30/BILL，周一/周四洋山瓦伦西亚转35/42天，价格到8月31日。,,,
333,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",P,OOCL,1525,55,2850,110,2900,110,30,1525,2850,2900,55/110,USD30/BILL,周一,洋山,VLC,瓦伦西亚,36,8-01,8-07,,,Casablanca OOCL USD1525/2850/2900 + EBS55/110 + ENS30/BILL，周一洋山瓦伦西亚转36天，价格到8月7日已过期，紧供参考。,,,
334,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",N,HPL,1150,55,2200,110,2200,110,35,1150,2200,2200,55/110,USD35/BILL,周六,洋山,PORT TANGIER,丹吉尔,37,7-15,7-31,MD1,小箱货重超过24吨及以上，收取USD250超重费,Casablanca HPL USD1150/2200 + EBS55/110 + ENS35/BILL，周六洋山丹吉尔转37天，价格到7月31日已过期，紧供参考。,,,
335,81413,北,CASABLANCA,Morocco,"卡萨布兰卡,摩洛哥",B,MSC,1375,,2650,,2650,,,1375,2650,2650,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,35,8-15,8-31,,,Casablanca MSC USD1375/2650（含EBS），周日洋山沙特的阿卜杜拉国王港转35天，价格到8月31日。,,,
336,81413,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",A,MSK,1350,60,2600,120,2625,120,,1375,2650,2675,60/120,,周三 周日,洋山,DIR,直达,24,8-16,8-31,,20'GP≧16T以上+$200,Port Tangier MSK USD1350/2600/2625 + EBS60/120，周三 周日洋山直达24天，价格到8月31日。,,,
337,81413,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",D,SAF,1325,60,2550,120,2575,120,,1325,2550,2575,60/120,,周五,洋山,DIR,直达,23,8-01,8-15,AE5,,Port Tangier SAF USD1325/2550/2575 + EBS60/120，周五洋山直达23天，价格到8月15日已过期，紧供参考。,,,
338,81413,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",P,OOCL,1525,55,2850,110,2900,110,30,1525,2850,2900,55/110,USD30/BILL,周一,洋山,VLC,瓦伦西亚,38,8-01,8-07,,,Port Tangier OOCL USD1525/2850/2900 + EBS55/110 + ENS30/BILL，周一洋山瓦伦西亚转38天，价格到8月7日已过期，紧供参考。,,,
339,81413,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",N,HPL,1150,55,2200,110,2200,110,35,1150,2200,2200,55/110,USD35/BILL,周六,洋山,DIR,直达,31,7-15,7-31,MD1 港口显示：TANGER MED ,小箱货重超过24吨及以上，收取USD250超重费,Port Tangier HPL USD1150/2200 + EBS55/110 + ENS35/BILL，周六洋山直达31天，价格到7月31日已过期，紧供参考。,,,
340,81413,北,PORT TANGIER,Morocco,"丹吉尔,摩洛哥",M,CMA,1525,55,2850,110,2925,110,,1550,2900,2975,55/110,,周日,洋山,ALG,阿尔赫西拉斯,30,8-15,8-31,FAL1,,Port Tangier CMA USD1525/2850/2925 + EBS55/110，周日洋山阿尔赫西拉斯转30天，价格到8月31日。,,,
341,81413,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",A,MSK,1525,60,2950,120,3000,120,,1550,3000,3050,60/120,,周日,洋山,MLT,马耳他,37,8-16,8-31,,20'GP≧16T以上+$200,Alger MSK USD1525/2950/3000 + EBS60/120，周日洋山马耳他转37天，价格到8月31日。,,,
342,81413,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",E,COSCO,1400,,2750,,2800,,25,1400,2750,2800,,USD25/BILL,周日,洋山,PIR/VLC,比雷埃夫斯/瓦伦西亚,33-39,8-15,8-31,"ISPS USD8/BOX不同码头航线不同,订舱前请确认 AAD01/AAD03 AEM5 via Piraeus，AAD05 via Valencia",小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Alger COSCO USD1400/2750/2800（含EBS） + ENS25/BILL，周日洋山比雷埃夫斯/瓦伦西亚转33-39天，价格到8月31日。,,,
343,81413,北,ALGER,Algeria,"阿尔及尔,阿尔及利亚",M,CMA,1900,55,3600,110,3675,110,,1950,3700,3775,55/110,,周一,洋山,MLT,马耳他,36,8-15,8-31,DRY PORT/SEA PORT 都可,,Alger CMA USD1900/3600/3675 + EBS55/110，周一洋山马耳他转36天，价格到8月31日。,,,
